"date","abbrev","population","unemployment","bachelors","rgdp_2017","state","legal","legal.year","retailyear","onlineyear","online","retail","tribalonly","notes","mean_eff_tax","Federal.Minimum.Wage","Governor.is.Democrat..1.Yes.","Personal.income","Poverty.Rate","state_num","State.Minimum.Wage","Unemployment","year","state_fips","SSI.recipients","Employment"
2008,"RI",1055.003,7.6,30,54977.1,"Rhode Island",1,2018,2018,2019,1,1,0,"",NA,5.85,"0",44051.5,12.7,"40",7.4,44.387,2008,44,31.548,525.941
2008,"SC",4528.996,6.9,23.7,192497.1,"South Carolina",0,NA,NA,NA,0,0,0,"",NA,5.85,"0",149285.9,14,"41",5.85,145.823,2008,45,107.142,1996.409
2008,"SD",799.124,3.1,25.1,43278.5,"South Dakota",1,2021,2021,NA,0,1,0,"",NA,5.85,"0",32691.3,13.1,"42",5.85,13.693,2008,46,13.083,432.925
2008,"TN",6247.411,6.5,22.9,298526.9,"Tennessee",1,2019,NA,2019,1,0,0,"",NA,5.85,"1",217598.6,15,"43",5.85,201.039,2008,47,165.151,2853.746
2008,"TX",24309.039,4.9,25.3,1287191.5,"Texas",0,NA,NA,NA,0,0,0,"",NA,5.85,"0",954649.8,15.9,"44",5.85,560.275,2008,48,566.281,11104.115
2008,"UT",2663.029,3.3,29.1,133662.9,"Utah",0,NA,NA,NA,0,0,0,"",NA,5.85,"0",90161.8,7.6,"45",5.85,49.112,2008,49,25.443,1322.089
2008,"VA",7833.496,4.1,33.7,462034.7,"Virginia",1,2020,2020,2020,1,1,0,"",NA,5.85,"1",355931.4,10.3,"47",5.85,163.015,2008,51,141.822,3970.428
2008,"VT",624.151,4.5,32.1,30168.7,"Vermont",1,2023,NA,2023,1,0,0,"",NA,5.85,"0",25530.4,9,"46",7.68,16.626,2008,50,14.353,338.273
2008,"WA",6562.231,5.2,30.7,401093.2,"Washington",1,2020,2020,NA,0,1,1,"tribal-only",NA,5.85,"1",292402.8,10.4,"48",8.07,187.268,2008,53,124.974,3291.309
2008,"WI",5640.996,4.9,25.7,286204.7,"Wisconsin",1,2021,2021,NA,0,1,1,"tribal-only",NA,5.85,"1",219492.8,9.8,"50",6.5,151.358,2008,55,99.014,2940.438
2008,"WV",1840.31,4.5,17.1,70966.8,"West Virginia",1,2018,2018,2018,1,1,0,"",NA,5.85,"1",57523.7,14.5,"49",6.55,35.345,2008,54,79.688,777.56
2008,"WY",546.043,3,23.6,41641.3,"Wyoming",1,2021,2021,2021,1,1,0,"",NA,5.85,"1",26533.7,10.1,"51",5.15,8.969,2008,56,5.903,284.31
2009,"AK",698.895,7.8,26.6,54952,"Alaska",0,NA,NA,NA,0,0,0,"",NA,6.55,"0",32896.4,11.7,"2",7.15,27.855,2009,2,12.006,331.792
2009,"AL",4757.938,9.7,22,194192.1,"Alabama",0,NA,NA,NA,0,0,0,"",NA,6.55,"0",155145.3,16.6,"1",6.55,238.252,2009,1,169.32,1924.747
2009,"AR",2896.843,7.7,18.9,109833.1,"Arkansas",1,2018,2019,2022,1,1,0,"",NA,6.55,"1",90246,18.9,"4",6.25,106.512,2009,5,102.927,1252.399
2009,"AZ",6343.154,9.7,25.6,277412.4,"Arizona",1,2021,2021,2021,1,1,0,"",NA,6.55,"0",211975.3,21.2,"3",7.25,310.533,2009,4,106.13,2817.577
2009,"CA",36961.229,11.5,29.9,2110679.4,"California",0,NA,NA,NA,0,0,0,"",NA,6.55,"0",1554013.3,15.3,"5",8,2032.568,2009,6,1250.03,16182.572
2009,"CO",4972.195,8,35.9,275659.1,"Colorado",1,2019,2020,2020,1,1,0,"",NA,6.55,"1",198800.2,12.3,"6",7.28,198.539,2009,8,61.951,2524.443
2009,"CT",3561.807,8.3,35.6,265530.8,"Connecticut",1,2021,2021,2021,1,1,0,"",NA,6.55,"0",213612.1,8.4,"7",8,150.106,2009,9,56.27,1740.971
2009,"DE",891.73,8.2,28.7,69186.1,"Delaware",1,2018,2018,2018,1,1,0,"",NA,6.55,"1",36284.2,12.3,"8",7.15,36.188,2009,10,15.299,401.312
2009,"FL",18652.644,10.2,25.3,840480.7,"Florida",1,2021,2023,2023,1,1,0,"lawsuit in 2021 that shut down operations",NA,6.55,"0",682891.7,14.6,"10",7.21,946.702,2009,12,463.573,8148.123
2009,"GA",9620.846,9.9,27.5,464016.8,"Georgia",0,NA,NA,NA,0,0,0,"",NA,6.55,"0",327516.3,18.4,"11",5.15,475.895,2009,13,220.238,4311.854
2009,"HI",1346.717,6.5,29.6,74118.5,"Hawaii",0,NA,NA,NA,0,0,0,"",NA,6.55,"0",55690,12.5,"12",7.25,45.168,2009,15,24.266,586.522
2009,"IA",3032.87,6.5,25.1,156737.2,"Iowa",1,2019,2019,2019,1,1,0,"",NA,6.55,"1",112628,10.7,"16",7.25,108.163,2009,19,46.609,1579.248
2009,"ID",1554.439,9,23.9,61276,"Idaho",0,NA,NA,NA,0,0,0,"",NA,6.55,"0",48477,13.7,"13",6.55,66.409,2009,16,26.048,690.722
2009,"IL",12796.778,10,30.6,740794.3,"Illinois",1,2019,2020,2020,1,1,0,"",NA,6.55,"1",525210.7,13.2,"14",8,675.429,2009,17,269.392,5943.229
2009,"IN",6459.325,10.2,22.5,299789,"Indiana",1,2019,2019,2019,1,1,0,"",NA,6.55,"0",220274.8,16.1,"15",6.55,329.004,2009,18,112.791,2864.985
2009,"KS",2832.704,7,29.5,141902.5,"Kansas",1,2022,2022,2022,1,1,0,"",NA,6.55,"1",110724.2,13.7,"17",2.65,104.334,2009,20,44.045,1413.873
2009,"KY",4317.074,10.6,21,178112.9,"Kentucky",1,2023,2023,2023,1,1,0,"",NA,6.55,"1",138823.4,17,"18",6.55,213.036,2009,21,189.482,1847.126
2009,"LA",4491.648,6.7,21.4,241868.8,"Louisiana",1,2021,2021,2022,1,1,0,"",NA,6.55,"0",163751.6,14.3,"19",6.55,140.884,2009,22,169.69,1923.884
2009,"MA",6517.613,8.2,38.2,441307.6,"Massachusetts",1,2022,2023,2023,1,1,0,"",NA,6.55,"1",332020.6,10.8,"22",8,281.372,2009,25,186.609,3189.01
2009,"MD",5730.388,7.1,35.7,336285.8,"Maryland",1,2021,2021,2021,1,1,0,"",NA,6.55,"1",279384.2,9.6,"21",6.55,212.455,2009,24,102.93,2820.245
2009,"ME",1329.59,8.3,26.9,58771.9,"Maine",1,2022,2023,2023,1,1,0,"",NA,6.55,"1",49267.6,11.4,"20",7.25,56.265,2009,23,34.559,639.954
2009,"MI",9901.591,13.5,24.6,416297.1,"Michigan",1,2019,2020,2021,1,1,0,"",NA,6.55,"1",336954.5,14,"23",7.4,669.741,2009,26,242.983,4233.803
2009,"MN",5281.203,7.7,31.5,296875.2,"Minnesota",0,NA,NA,NA,0,0,0,"",NA,6.55,"0",216607.4,11.1,"24",6.15,228.55,2009,27,83.247,2713.426
2009,"MO",5961.088,9.1,25.2,289566.8,"Missouri",0,NA,NA,NA,0,0,0,"",NA,6.55,"1",215681.8,15.5,"26",7.05,282.852,2009,29,128.132,2766.711
2009,"MS",2958.774,9.2,19.6,105360,"Mississippi",1,2017,2017,NA,0,1,0,"",NA,6.55,"0",88333,23.1,"25",6.55,120.289,2009,28,124.116,1148.93
2009,"MT",983.982,7.1,27.4,40938.4,"Montana",1,2019,2019,NA,0,1,0,"",NA,6.55,"1",33711.5,13.5,"27",6.9,34.301,2009,30,16.694,466.713
2009,"NC",9449.566,10.8,26.5,473610.5,"North Carolina",1,2019,2019,2023,1,1,0,"retail is tribal",NA,6.55,"1",338315.7,16.9,"34",6.55,483.684,2009,37,213.329,4087.105
2009,"ND",664.968,3.9,25.8,35971.3,"North Dakota",1,2018,2018,2018,0,1,1,"",NA,6.55,"0",26361.3,10.9,"35",6.55,15.21,2009,38,8.139,353.455
2009,"NE",1812.683,4.6,27.4,99986.4,"Nebraska",1,2021,2021,NA,0,1,0,"",NA,6.55,"0",71173.5,9.9,"28",6.55,45.935,2009,31,24.616,945.648
2009,"NH",1316.102,6.1,32,70498.6,"New Hampshire",1,2019,2019,2019,1,1,0,"",NA,6.55,"1",59082.5,7.8,"30",7.25,46.425,2009,33,16.628,697.802
2009,"NJ",8755.602,8.8,34.5,546362.2,"New Jersey",1,2018,2018,2018,1,1,0,"",NA,6.55,"1",439087.9,9.3,"31",7.15,412.075,2009,34,163.066,4138.57
2009,"NM",2036.802,7.1,25.3,90829.2,"New Mexico",1,2018,2018,NA,0,1,1,"",NA,6.55,"1",66661.8,19.3,"32",7.5,70.861,2009,35,59.11,869.491
2009,"NV",2684.665,11.1,21.8,140304.3,"Nevada",1,1949,1949,2010,1,1,0,"",NA,6.55,"0",96858.6,13,"29",6.85,152.541,2009,32,38.592,1196.758
2009,"NY",19307.066,8.4,32.4,1379504.6,"New York",1,2013,2019,2022,1,1,0,"https://www.deucescracked.com/ny-sports-betting-guide-getting-started-2025-update/",NA,6.55,"1",912779,15.8,"33",7.15,802.999,2009,36,667.893,8844.486
2009,"OH",11528.896,10.2,24.1,550982.4,"Ohio",1,2021,2021,2021,1,1,0,"",NA,6.55,"1",409648,13.3,"36",7.3,609.67,2009,39,273.881,5297.098
2009,"OK",3717.572,6.5,22.7,156856.8,"Oklahoma",0,NA,NA,NA,0,0,0,"",NA,6.55,"1",131371,12.9,"37",6.55,112.409,2009,40,90.745,1652.023
2009,"OR",3808.6,10.6,29.2,176951.6,"Oregon",1,2019,2019,2019,1,1,0,"",NA,6.55,"1",135132.2,13.4,"38",8.4,222.956,2009,41,70.404,1753.682
2009,"PA",12666.858,8,26.4,645206.7,"Pennsylvania",1,2017,2017,2017,1,1,0,"",NA,6.55,"1",511617.9,11.1,"39",7.15,514.912,2009,42,346.951,5885.351
2009,"RI",1053.646,11.2,30.5,54481.5,"Rhode Island",1,2018,2018,2019,1,1,0,"",NA,6.55,"0",42952.6,13,"40",7.4,62.329,2009,44,31.582,504.951
2009,"SC",4589.872,11,24.3,184081.3,"South Carolina",0,NA,NA,NA,0,0,0,"",NA,6.55,"0",145622.1,13.7,"41",6.55,242.075,2009,45,109.339,1910.67
2009,"SD",807.067,4.6,25.1,44255.8,"South Dakota",1,2021,2021,NA,0,1,0,"",NA,6.55,"0",31794.6,14.1,"42",6.55,22.017,2009,46,13.542,423.993
2009,"TN",6306.019,10.4,23,287308.9,"Tennessee",1,2019,NA,2019,1,0,0,"",NA,6.55,"1",216041.8,16.5,"43",6.55,319.565,2009,47,169.325,2733.113
2009,"TX",24801.761,7.6,25.5,1285560.2,"Texas",0,NA,NA,NA,0,0,0,"",NA,6.55,"0",910498.6,17.3,"44",6.55,901.896,2009,48,589.929,11008.903
2009,"UT",2723.421,7.6,28.5,130958.7,"Utah",0,NA,NA,NA,0,0,0,"",NA,6.55,"0",86695.6,9.7,"45",6.55,99.841,2009,49,26.604,1266.009
2009,"VA",7925.937,6.8,34,460075.3,"Virginia",1,2020,2020,2020,1,1,0,"",NA,6.55,"1",349712.1,10.7,"47",6.55,275.655,2009,51,144.278,3842.516
2009,"VT",624.817,6.5,33.1,29565.8,"Vermont",1,2023,NA,2023,1,0,0,"",NA,6.55,"0",25164.3,9.4,"46",8.06,23.732,2009,50,14.69,336.104
2009,"WA",6667.426,9,31,390814,"Washington",1,2020,2020,NA,0,1,1,"tribal-only",NA,6.55,"1",279749.7,11.7,"48",8.55,323.551,2009,53,130.707,3211.649
2009,"WI",5669.264,8.8,25.7,277279.4,"Wisconsin",1,2021,2021,NA,0,1,1,"tribal-only",NA,6.55,"1",215830.8,10.8,"50",6.5,266.013,2009,55,103.503,2834.335
2009,"WV",1847.775,8,17.3,70886.5,"West Virginia",1,2018,2018,2018,1,1,0,"",NA,6.55,"1",57948.9,15.8,"49",7.25,62.862,2009,54,79.847,751.165
2009,"WY",559.851,6.3,23.8,40599.6,"Wyoming",1,2021,2021,2021,1,1,0,"",NA,6.55,"1",24486.7,9.2,"51",5.15,18.97,2009,56,6.168,281.15
2010,"AK",713.982,8,27.9,53652,"Alaska",0,NA,NA,NA,0,0,0,"",NA,7.25,"0",35293.8,12.4,"2",7.75,28.497,2010,2,12.242,333.416
2010,"AL",4785.514,10.4,21.9,199455,"Alabama",0,NA,NA,NA,0,0,0,"",NA,7.25,"0",161516.6,17.3,"1",7.25,231.483,2010,1,172.22,1964.559
2010,"AR",2921.998,7.8,19.5,113000.9,"Arkansas",1,2018,2019,2022,1,1,0,"",NA,7.25,"1",93290.5,15.5,"4",6.25,110.842,2010,5,106.745,1242.496
2010,"AZ",6407.342,10.4,25.9,282252.4,"Arizona",1,2021,2021,2021,1,1,0,"",NA,7.25,"0",215523.6,18.6,"3",7.25,320.251,2010,4,109.877,2769.454
2010,"CA",37319.55,12.3,30.1,2153852.8,"California",0,NA,NA,NA,0,0,0,"",NA,7.25,"0",1628457.6,16.3,"5",8,2244.326,2010,6,1269.123,16091.945
2010,"CO",5047.539,9.1,36.4,279385.6,"Colorado",1,2019,2020,2020,1,1,0,"",NA,7.25,"1",205372.4,12.2,"6",7.24,238.013,2010,8,65.511,2486.404
2010,"CT",3579.173,9.5,35.5,266773.4,"Connecticut",1,2021,2021,2021,1,1,0,"",NA,7.25,"0",222226,8.3,"7",8.25,174.263,2010,9,58.229,1737.449
2010,"DE",899.647,8.3,27.8,68291.9,"Delaware",1,2018,2018,2018,1,1,0,"",NA,7.25,"1",36725.7,12.1,"8",7.25,36.55,2010,10,15.804,397.869
2010,"FL",18846.143,11.3,25.8,851956.4,"Florida",1,2021,2023,2023,1,1,0,"lawsuit in 2021 that shut down operations",NA,7.25,"0",725074,16,"10",7.25,1018.407,2010,12,484.363,8193.659
2010,"GA",9712.209,10.4,27.3,471588.3,"Georgia",0,NA,NA,NA,0,0,0,"",NA,7.25,"0",335268.4,18.7,"11",5.15,494.624,2010,13,228.498,4202.052
2010,"HI",1364.004,6.7,29.5,76130.2,"Hawaii",0,NA,NA,NA,0,0,0,"",NA,7.25,"0",57179.1,12.1,"12",7.25,44.967,2010,15,24.897,602.282
2010,"IA",3050.819,6.1,24.9,161593.1,"Iowa",1,2019,2019,2019,1,1,0,"",NA,7.25,"1",116247.4,10.3,"16",7.25,100.834,2010,19,47.634,1577.447
2010,"ID",1570.819,9.1,24.4,62626.4,"Idaho",0,NA,NA,NA,0,0,0,"",NA,7.25,"0",50196.6,14,"13",7.25,68.23,2010,16,27.236,692.826
2010,"IL",12840.545,10.4,30.8,755391.4,"Illinois",1,2019,2020,2020,1,1,0,"",NA,7.25,"1",540492.6,14.1,"14",8,688.274,2010,17,273.279,5937.047
2010,"IN",6490.555,10,22.7,320731.8,"Indiana",1,2019,2019,2019,1,1,0,"",NA,7.25,"0",230109.2,16.3,"15",7.25,329.584,2010,18,118.03,2845.608
2010,"KS",2858.266,6.9,29.8,143870.1,"Kansas",1,2022,2022,2022,1,1,0,"",NA,7.25,"1",113077.3,14.3,"17",7.25,105.806,2010,20,45.841,1394.958
2010,"KY",4348.464,10.3,20.5,186720.6,"Kentucky",1,2023,2023,2023,1,1,0,"",NA,7.25,"1",144103.3,17.7,"18",7.25,209.725,2010,21,192.328,1844.65
2010,"LA",4544.635,7.4,21.4,253466.9,"Louisiana",1,2021,2021,2022,1,1,0,"",NA,7.25,"0",171098.2,21.6,"19",7.25,166.224,2010,22,174.669,1919.852
2010,"MA",6566.44,8.1,39,462330.8,"Massachusetts",1,2022,2023,2023,1,1,0,"",NA,7.25,"1",348423.3,10.6,"22",8,289.265,2010,25,192.998,3190.818
2010,"MD",5788.784,7.8,36.1,352622.9,"Maryland",1,2021,2021,2021,1,1,0,"",NA,7.25,"1",289469.9,10.8,"21",7.25,235.334,2010,24,107.386,2838.492
2010,"ME",1327.651,8.4,26.8,59958.6,"Maine",1,2022,2023,2023,1,1,0,"",NA,7.25,"1",50330.5,12.5,"20",7.5,56.552,2010,23,35.486,638.63
2010,"MI",9877.597,12.7,25.2,441271.5,"Michigan",1,2019,2020,2021,1,1,0,"",NA,7.25,"1",349577.7,15.5,"23",7.4,604.913,2010,26,253.549,4194.041
2010,"MN",5310.934,7.4,31.8,308091.9,"Minnesota",0,NA,NA,NA,0,0,0,"",NA,7.25,"0",226273.4,10.5,"24",6.15,217.601,2010,27,86.482,2721.194
2010,"MO",5996.089,9.4,25.6,295986.5,"Missouri",0,NA,NA,NA,0,0,0,"",NA,7.25,"1",220788.1,14.8,"26",7.25,292.949,2010,29,133.843,2763.535
2010,"MS",2970.615,10.1,19.5,106711.8,"Mississippi",1,2017,2017,NA,0,1,0,"",NA,7.25,"0",91795.4,22.7,"25",7.25,135.729,2010,28,125.569,1170.879
2010,"MT",990.73,7.2,28.8,42469.8,"Montana",1,2019,2019,NA,0,1,0,"",NA,7.25,"1",35561.8,14,"27",7.25,36.527,2010,30,17.532,463.998
2010,"NC",9574.586,10.8,26.5,482030.4,"North Carolina",1,2019,2019,2023,1,1,0,"retail is tribal",NA,7.25,"1",341627.6,17.4,"34",7.25,501.062,2010,37,219.443,4115.629
2010,"ND",674.752,3.7,27.6,38697.4,"North Dakota",1,2018,2018,2018,0,1,1,"",NA,7.25,"0",29344.6,12.2,"35",7.25,14.289,2010,38,8.302,364.053
2010,"NE",1829.591,4.6,28.6,103940.8,"Nebraska",1,2021,2021,NA,0,1,0,"",NA,7.25,"0",74864.2,10.2,"28",7.25,46.038,2010,31,25.675,947.36
2010,"NH",1316.807,6.1,32.8,72950.4,"New Hampshire",1,2019,2019,2019,1,1,0,"",NA,7.25,"1",61604.6,6.6,"30",7.25,43.122,2010,33,17.915,695.135
2010,"NJ",8799.451,9.7,35.4,554764.4,"New Jersey",1,2018,2018,2018,1,1,0,"",NA,7.25,"0",452466.4,10.7,"31",7.25,433.875,2010,34,168.591,4121.455
2010,"NM",2064.614,7.8,25,90721,"New Mexico",1,2018,2018,NA,0,1,1,"",NA,7.25,"1",69250.2,18.6,"32",7.5,75.934,2010,35,60.498,860.154
2010,"NV",2702.483,13.3,21.7,142614.2,"Nevada",1,1949,1949,2010,1,1,0,"",NA,7.25,"0",100605.8,16.4,"29",7.55,183.804,2010,32,41.008,1174.774
2010,"NY",19399.956,8.7,32.5,1431624,"New York",1,2013,2019,2022,1,1,0,"https://www.deucescracked.com/ny-sports-betting-guide-getting-started-2025-update/",NA,7.25,"1",950069.1,16,"33",7.25,825.639,2010,36,681.191,8769.723
2010,"OH",11539.449,10,24.6,563816.3,"Ohio",1,2021,2021,2021,1,1,0,"",NA,7.25,"1",422046.2,15.3,"36",7.3,599.836,2010,39,285.57,5247.05
2010,"OK",3760.014,6.4,22.9,158086.4,"Oklahoma",0,NA,NA,NA,0,0,0,"",NA,7.25,"1",137392.8,16.3,"37",7.25,120.146,2010,40,93.721,1648.138
2010,"OR",3837.614,10.6,28.8,180738.2,"Oregon",1,2019,2019,2019,1,1,0,"",NA,7.25,"1",138618,14.2,"38",8.4,210.963,2010,41,74.751,1773.076
2010,"PA",12711.406,8.1,27.1,666805.8,"Pennsylvania",1,2017,2017,2017,1,1,0,"",NA,7.25,"1",534469.9,12.2,"39",7.25,540.062,2010,42,357.939,5840.887
2010,"RI",1053.994,11.6,30.2,56050.6,"Rhode Island",1,2018,2018,2019,1,1,0,"",NA,7.25,"0",45261,13.6,"40",7.4,63.488,2010,44,32.759,503.216
2010,"SC",4635.846,11.1,24.5,188777.2,"South Carolina",0,NA,NA,NA,0,0,0,"",NA,7.25,"0",150462.9,17,"41",7.25,240.623,2010,45,112.01,1915.045
2010,"SD",816.193,4.9,26.3,44810.7,"South Dakota",1,2021,2021,NA,0,1,0,"",NA,7.25,"0",33596.2,13.2,"42",7.25,21.984,2010,46,13.848,419.355
2010,"TN",6355.518,9.8,23.1,292687,"Tennessee",1,2019,NA,2019,1,0,0,"",NA,7.25,"1",226586.6,16.7,"43",7.25,298.732,2010,47,174.503,2792.063
2010,"TX",25241.897,8.3,25.9,1323059.1,"Texas",0,NA,NA,NA,0,0,0,"",NA,7.25,"0",966149.7,18.4,"44",7.25,997.338,2010,48,616.563,11244.632
2010,"UT",2775.413,8.3,29.3,133739.1,"Utah",0,NA,NA,NA,0,0,0,"",NA,7.25,"0",89242.4,10,"45",7.25,106.283,2010,49,28.079,1249.814
2010,"VA",8024.004,6.8,34.2,475699.3,"Virginia",1,2020,2020,2020,1,1,0,"",NA,7.25,"0",365041.4,10.7,"47",7.25,297.272,2010,51,148.305,3860.386
2010,"VT",625.886,6.2,33.6,30890.6,"Vermont",1,2023,NA,2023,1,0,0,"",NA,7.25,"0",25939.1,10.8,"46",8.06,21.914,2010,50,15.289,337.488
2010,"WA",6743.009,10,31.1,403471.3,"Washington",1,2020,2020,NA,0,1,1,"tribal-only",NA,7.25,"1",287760.3,11.5,"48",8.55,350.782,2010,53,137.447,3160.544
2010,"WI",5690.538,8.4,26.3,287652.9,"Wisconsin",1,2021,2021,NA,0,1,1,"tribal-only",NA,7.25,"1",221909.7,9.9,"50",7.25,267.119,2010,55,107.476,2814.393
2010,"WV",1854.265,8.4,17.5,71823.8,"West Virginia",1,2018,2018,2018,1,1,0,"",NA,7.25,"1",59927.7,16.9,"49",7.25,70.215,2010,54,80.335,740.91
2010,"WY",564.531,6.9,24.1,39135.9,"Wyoming",1,2021,2021,2021,1,1,0,"",NA,7.25,"1",25804.9,9.6,"51",5.15,19.553,2010,56,6.369,283.744
2011,"AK",722.349,7.6,26.4,54045.4,"Alaska",0,NA,NA,NA,0,0,0,"",NA,7.25,"0",37827.8,11.7,"2",7.75,27.752,2011,2,12.675,338.161
2011,"AL",4799.642,9.6,22.3,201372.9,"Alabama",0,NA,NA,NA,0,0,0,"",NA,7.25,"0",167942.8,15.4,"1",7.25,212.257,2011,1,174.917,1990.413
2011,"AR",2941.038,7.9,20.3,115241.8,"Arkansas",1,2018,2019,2022,1,1,0,"",NA,7.25,"1",99571.5,18.7,"4",6.25,113.168,2011,5,109.881,1249.514
2011,"AZ",6473.416,9.5,26.6,290411.3,"Arizona",1,2021,2021,2021,1,1,0,"",NA,7.25,"0",226365.3,17.2,"3",7.35,288.547,2011,4,112.757,2748.47
2011,"CA",37636.311,11.7,30.3,2192887.2,"California",0,NA,NA,NA,0,0,0,"",NA,7.25,"1",1737940,16.9,"5",8,2156.967,2011,6,1286.271,16258.133
2011,"CO",5121.9,8.7,36.7,283963.8,"Colorado",1,2019,2020,2020,1,1,0,"",NA,7.25,"1",223153.2,13.2,"6",7.36,228.814,2011,8,68.725,2507.265
2011,"CT",3588.632,9,36.2,261555.8,"Connecticut",1,2021,2021,2021,1,1,0,"",NA,7.25,"1",228929.4,10.1,"7",8.25,168.808,2011,9,59.731,1745.967
2011,"DE",907.59,7.4,28.8,71103.5,"Delaware",1,2018,2018,2018,1,1,0,"",NA,7.25,"1",39825.6,13.7,"8",7.25,33.26,2011,10,16.155,410.086
2011,"FL",19055.607,10.2,25.8,849395.3,"Florida",1,2021,2023,2023,1,1,0,"lawsuit in 2021 that shut down operations",NA,7.25,"0",764633.7,14.9,"10",7.25,928.904,2011,12,505.807,8371.638
2011,"GA",9803.63,10,27.6,481215.4,"Georgia",0,NA,NA,NA,0,0,0,"",NA,7.25,"0",358538.6,18.4,"11",5.15,485.449,2011,13,238.751,4263.305
2011,"HI",1379.562,6.7,29.1,77174.2,"Hawaii",0,NA,NA,NA,0,0,0,"",NA,7.25,"1",60044.6,12.1,"12",7.25,44.934,2011,15,25.33,615.319
2011,"IA",3066.772,5.6,25.8,164559.3,"Iowa",1,2019,2019,2019,1,1,0,"",NA,7.25,"0",125560.5,10.4,"16",7.25,92.199,2011,19,48.903,1570.177
2011,"ID",1584.272,8.4,25.2,62704,"Idaho",0,NA,NA,NA,0,0,0,"",NA,7.25,"0",53082.6,15.7,"13",7.25,63.712,2011,16,28.202,701.466
2011,"IL",12867.783,9.8,31,772225.6,"Illinois",1,2019,2020,2020,1,1,0,"",NA,7.25,"1",567967.5,14.2,"14",8.25,638.527,2011,17,276.332,5948.366
2011,"IN",6517.25,8.9,23,321532.8,"Indiana",1,2019,2019,2019,1,1,0,"",NA,7.25,"0",245346.4,15.6,"15",7.25,290.046,2011,18,122.084,2891.945
2011,"KS",2869.677,6.4,30.1,147836.8,"Kansas",1,2022,2022,2022,1,1,0,"",NA,7.25,"0",122562,14.3,"17",7.25,97.005,2011,20,47.372,1394.082
2011,"KY",4370.817,9.4,21.1,188389.8,"Kentucky",1,2023,2023,2023,1,1,0,"",NA,7.25,"1",151299.9,16,"18",7.25,193.482,2011,21,193.023,1862.928
2011,"LA",4576.244,7.3,21.1,241235.9,"Louisiana",1,2021,2021,2022,1,1,0,"",NA,7.25,"0",177105.1,21.1,"19",7.25,162.196,2011,22,178.727,1911.021
2011,"MA",6614.218,7.2,39.1,472664.3,"Massachusetts",1,2022,2023,2023,1,1,0,"",NA,7.25,"1",365742.7,10.6,"22",8,251.554,2011,25,197.503,3217.754
2011,"MD",5840.241,7.3,36.9,360155.9,"Maryland",1,2021,2021,2021,1,1,0,"",NA,7.25,"1",306179.6,9.3,"21",7.25,224.477,2011,24,111.275,2872.084
2011,"ME",1328.473,7.8,28.4,59429.7,"Maine",1,2022,2023,2023,1,1,0,"",NA,7.25,"0",52424.4,13.4,"20",7.5,55.196,2011,23,36.316,644.085
2011,"MI",9883.053,10.1,25.6,453989.1,"Michigan",1,2019,2020,2021,1,1,0,"",NA,7.25,"0",370676.1,15,"23",7.4,486.815,2011,26,264.699,4198.349
2011,"MN",5346.62,6.6,32.4,315213.3,"Minnesota",0,NA,NA,NA,0,0,0,"",NA,7.25,"1",242440.3,10,"24",6.15,191.015,2011,27,88.731,2755.264
2011,"MO",6011.182,8.6,26.1,292984.3,"Missouri",0,NA,NA,NA,0,0,0,"",NA,7.25,"1",230429.7,15.4,"26",7.25,258.562,2011,29,137.169,2789.224
2011,"MS",2979.147,9.8,19.8,106491.1,"Mississippi",1,2017,2017,NA,0,1,0,"",NA,7.25,"0",95795.2,17.4,"25",7.25,134.061,2011,28,126.307,1208.747
2011,"MT",997.518,6.6,28.2,43532.2,"Montana",1,2019,2019,NA,0,1,0,"",NA,7.25,"1",38077.7,16.5,"27",7.35,34.822,2011,30,18.167,466.403
2011,"NC",9658.913,10.4,26.9,484200.3,"North Carolina",1,2019,2019,2023,1,1,0,"retail is tribal",NA,7.25,"1",355052.3,15.4,"34",7.25,475.529,2011,37,224.78,4157.543
2011,"ND",685.526,3.3,26.3,43300.4,"North Dakota",1,2018,2018,2018,0,1,1,"",NA,7.25,"0",32882.2,9.9,"35",7.25,13.481,2011,38,8.361,375.153
2011,"NE",1840.914,4.4,27.9,109734.2,"Nebraska",1,2021,2021,NA,0,1,0,"",NA,7.25,"0",83613.6,10.2,"28",7.25,44.197,2011,31,26.53,959.059
2011,"NH",1320.444,5.5,33.4,73465,"New Hampshire",1,2019,2019,2019,1,1,0,"",NA,7.25,"1",64589.7,7.6,"30",7.25,39.77,2011,33,18.693,696.532
2011,"NJ",8828.552,9.4,35.3,548479.4,"New Jersey",1,2018,2018,2018,1,1,0,"",NA,7.25,"0",474015.5,11.4,"31",7.25,426.808,2011,34,173.143,4138.464
2011,"NM",2080.707,7.2,25.6,90552.3,"New Mexico",1,2018,2018,NA,0,1,1,"",NA,7.25,"0",72820.3,22.2,"32",7.5,70.051,2011,35,61.838,860.305
2011,"NV",2713.114,13,22.5,144341.2,"Nevada",1,1949,1949,2010,1,1,0,"",NA,7.25,"0",104579.4,15.5,"29",8.25,178.851,2011,32,43.713,1194.264
2011,"NY",19499.921,8.4,32.9,1440346.8,"New York",1,2013,2019,2022,1,1,0,"https://www.deucescracked.com/ny-sports-betting-guide-getting-started-2025-update/",NA,7.25,"1",1004130.3,16,"33",7.25,789.304,2011,36,690.258,8728.057
