"date","abbrev","population","unemployment","bachelors","rgdp_2017","state","legal","legal.year","retailyear","onlineyear","online","retail","tribalonly","notes","mean_eff_tax","Federal.Minimum.Wage","Governor.is.Democrat..1.Yes.","Personal.income","Poverty.Rate","state_num","State.Minimum.Wage","Unemployment","year","state_fips","SSI.recipients","Employment"
2011,"OH",11545.735,8.8,24.7,580251.4,"Ohio",1,2021,2021,2021,1,1,0,"",NA,7.25,"0",451011.1,15.1,"36",7.4,510.231,2011,39,294.92,5261.238
2011,"OK",3788.824,5.6,23.8,163859.3,"Oklahoma",0,NA,NA,NA,0,0,0,"",NA,7.25,"0",147889.5,13.9,"37",7.25,104.248,2011,40,95.51,1668.418
2011,"OR",3872.672,9.5,29.3,185959.4,"Oregon",1,2019,2019,2019,1,1,0,"",NA,7.25,"1",146432.2,14.4,"38",8.5,189.569,2011,41,77.98,1804.32
2011,"PA",12747.052,7.7,27,676468.4,"Pennsylvania",1,2017,2017,2017,1,1,0,"",NA,7.25,"0",563434.9,12.6,"39",7.25,506.761,2011,42,367.274,5888.745
2011,"RI",1053.829,11.1,31.1,56026.6,"Rhode Island",1,2018,2018,2019,1,1,0,"",NA,7.25,"0",47067,13.4,"40",7.4,61.808,2011,44,32.114,498.248
2011,"SC",4672.655,10.4,24.1,193221,"South Carolina",0,NA,NA,NA,0,0,0,"",NA,7.25,"0",159187.4,19,"41",7.25,229.623,2011,45,114.819,1945.9
2011,"SD",823.74,4.6,26.3,47630.4,"South Dakota",1,2021,2021,NA,0,1,0,"",NA,7.25,"0",36741.9,14.5,"42",7.25,20.88,2011,46,14.154,420.054
2011,"TN",6400.298,9,23.6,301508.9,"Tennessee",1,2019,NA,2019,1,0,0,"",NA,7.25,"0",240717.7,16.3,"43",7.25,280.645,2011,47,179.35,2844.662
2011,"TX",25645.504,8,26.4,1370174.9,"Texas",0,NA,NA,NA,0,0,0,"",NA,7.25,"0",1057757.5,17.4,"44",7.25,969.403,2011,48,639.869,11535.095
2011,"UT",2814.797,7.2,29.7,138301.1,"Utah",0,NA,NA,NA,0,0,0,"",NA,7.25,"0",96245.3,11,"45",7.25,91.107,2011,49,29.412,1259.337
2011,"VA",8102.437,6.3,35.1,479571.4,"Virginia",1,2020,2020,2020,1,1,0,"",NA,7.25,"0",387003.9,11.4,"47",7.25,277.476,2011,51,150.804,3934.326
2011,"VT",627.197,5.4,35.4,31663.6,"Vermont",1,2023,NA,2023,1,0,0,"",NA,7.25,"1",27455.2,11.6,"46",8.15,19.645,2011,50,15.684,338.463
2011,"WA",6827.479,9.4,31.9,411575.7,"Washington",1,2020,2020,NA,0,1,1,"tribal-only",NA,7.25,"1",304986.9,12.5,"48",8.67,321.238,2011,53,142.848,3140.19
2011,"WI",5705.84,7.6,26.5,293664,"Wisconsin",1,2021,2021,NA,0,1,1,"tribal-only",NA,7.25,"0",234910,13.1,"50",7.25,238.763,2011,55,110.881,2840.996
2011,"WV",1856.606,7.7,18.5,73175.2,"West Virginia",1,2018,2018,2018,1,1,0,"",NA,7.25,"1",63349.2,17.5,"49",7.25,65.049,2011,54,80.734,741.972
2011,"WY",567.491,6.1,24.7,38929.8,"Wyoming",1,2021,2021,2021,1,1,0,"",NA,7.25,"0",28356.6,10.7,"51",5.15,17.796,2011,56,6.534,289.019
2012,"AK",730.81,7.1,28,57087.4,"Alaska",0,NA,NA,NA,0,0,0,"",NA,7.25,"0",39169.2,10,"2",7.75,26.045,2012,2,12.901,339.474
2012,"AL",4816.632,8.2,23.3,203675.5,"Alabama",0,NA,NA,NA,0,0,0,"",NA,7.25,"0",172804.1,16.2,"1",7.25,173.047,2012,1,177.062,2003.29
2012,"AR",2952.876,7.3,21,116616.2,"Arkansas",1,2018,2019,2022,1,1,0,"",NA,7.25,"1",106984.7,20.1,"4",6.25,101.626,2012,5,112.349,1241.127
2012,"AZ",6556.344,8.4,27.3,297077.2,"Arizona",1,2021,2021,2021,1,1,0,"",NA,7.25,"0",236846.1,19,"3",7.65,252.529,2012,4,115.904,2776.349
2012,"CA",37944.551,10.4,30.9,2255437.3,"California",0,NA,NA,NA,0,0,0,"",NA,7.25,"1",1852397.5,15.9,"5",8,1921.121,2012,6,1296.033,16602.672
2012,"CO",5193.66,8,37.5,289339.6,"Colorado",1,2019,2020,2020,1,1,0,"",NA,7.25,"1",237141.5,11.9,"6",7.64,217.281,2012,8,70.603,2539.941
2012,"CT",3595.211,8.4,37.1,263649.9,"Connecticut",1,2021,2021,2021,1,1,0,"",NA,7.25,"1",233337.8,10.3,"7",8.25,157.581,2012,9,61.348,1729.838
2012,"DE",915.518,7,29.5,70562.4,"Delaware",1,2018,2018,2018,1,1,0,"",NA,7.25,"1",40338.4,13.5,"8",7.25,32.115,2012,10,16.445,413.457
2012,"FL",19302.016,8.7,26.8,857861.4,"Florida",1,2021,2023,2023,1,1,0,"lawsuit in 2021 that shut down operations",NA,7.25,"0",793428.8,15.3,"10",7.67,794.324,2012,12,527.625,8588.669
2012,"GA",9903.58,9,28.2,489027.3,"Georgia",0,NA,NA,NA,0,0,0,"",NA,7.25,"0",368868.1,18.1,"11",5.15,439.284,2012,13,247.843,4348.083
2012,"HI",1395.199,5.8,30.1,78694,"Hawaii",0,NA,NA,NA,0,0,0,"",NA,7.25,"1",62455.9,13.8,"12",7.25,38.883,2012,15,25.296,608.302
2012,"IA",3076.844,5,26.3,170923.8,"Iowa",1,2019,2019,2019,1,1,0,"",NA,7.25,"0",131984.2,10.3,"16",7.25,83.262,2012,19,49.806,1569.879
2012,"ID",1595.91,7.5,25.5,62007.3,"Idaho",0,NA,NA,NA,0,0,0,"",NA,7.25,"0",56139.8,14.4,"13",7.25,55.552,2012,16,29.448,713.704
2012,"IL",12883.029,9,31.6,790723.3,"Illinois",1,2019,2020,2020,1,1,0,"",NA,7.25,"1",593239.1,12.6,"14",8.25,591.223,2012,17,277.978,5990.644
2012,"IN",6538.989,8.2,23.4,323876.3,"Indiana",1,2019,2019,2019,1,1,0,"",NA,7.25,"0",257149.5,15.2,"15",7.25,264.286,2012,18,124.998,2905.549
2012,"KS",2886.024,5.7,30.4,150077.1,"Kansas",1,2022,2022,2022,1,1,0,"",NA,7.25,"0",130182,14,"17",7.25,85.098,2012,20,48.537,1400.122
2012,"KY",4387.865,8.2,21.8,192060.2,"Kentucky",1,2023,2023,2023,1,1,0,"",NA,7.25,"1",156827.6,17.9,"18",7.25,167.965,2012,21,192.886,1891.162
2012,"LA",4602.067,6.7,22,242416.9,"Louisiana",1,2021,2021,2022,1,1,0,"",NA,7.25,"0",186589.4,21.1,"19",7.25,147.143,2012,22,180.847,1933.137
2012,"MA",6664.269,6.7,39.3,483286.3,"Massachusetts",1,2022,2023,2023,1,1,0,"",NA,7.25,"1",382009.4,11.3,"22",8,232.63,2012,25,185.762,3252.531
2012,"MD",5888.375,6.9,36.9,361561.8,"Maryland",1,2021,2021,2021,1,1,0,"",NA,7.25,"1",315230.9,9.9,"21",7.25,217.34,2012,24,114.8,2902.307
2012,"ME",1328.094,7.2,28,59181.7,"Maine",1,2022,2023,2023,1,1,0,"",NA,7.25,"0",53490,12.8,"20",7.5,52.519,2012,23,37.114,650.117
2012,"MI",9898.289,9.1,26,463302.6,"Michigan",1,2019,2020,2021,1,1,0,"",NA,7.25,"0",386568.4,13.7,"23",7.4,426.037,2012,26,271.713,4246.658
2012,"MN",5377.5,5.7,33.2,321053.8,"Minnesota",0,NA,NA,NA,0,0,0,"",NA,7.25,"1",257319.7,10,"24",6.15,165.215,2012,27,91.56,2781.141
2012,"MO",6026.027,7.1,26.4,296514.3,"Missouri",0,NA,NA,NA,0,0,0,"",NA,7.25,"1",241762.7,15.2,"26",7.25,210.034,2012,29,140.146,2815.275
2012,"MS",2984.599,8.8,20.7,108646.5,"Mississippi",1,2017,2017,NA,0,1,0,"",NA,7.25,"0",99386.4,22,"25",7.25,118.34,2012,28,126.679,1198.196
2012,"MT",1004.168,5.8,29.4,44329.1,"Montana",1,2019,2019,NA,0,1,0,"",NA,7.25,"1",40471,13.4,"27",7.65,30.311,2012,30,18.562,476.174
2012,"NC",9751.81,9.6,27.4,488126.5,"North Carolina",1,2019,2019,2023,1,1,0,"retail is tribal",NA,7.25,"1",379925.3,17.2,"34",7.25,434.382,2012,37,230.593,4245.675
2012,"ND",702.227,2.9,27.9,53326.8,"North Dakota",1,2018,2018,2018,0,1,1,"",NA,7.25,"0",38859.8,11.4,"35",7.25,12.193,2012,38,8.456,385.674
2012,"NE",1853.691,3.9,29,109686.3,"Nebraska",1,2021,2021,NA,0,1,0,"",NA,7.25,"0",86293.7,12.2,"28",7.25,40.552,2012,31,27.144,974.428
2012,"NH",1324.677,5.5,34.6,74082.8,"New Hampshire",1,2019,2019,2019,1,1,0,"",NA,7.25,"1",67528.8,8.1,"30",7.25,40.726,2012,33,19.31,700.371
2012,"NJ",8845.671,9.5,36.2,560729.7,"New Jersey",1,2018,2018,2018,1,1,0,"",NA,7.25,"0",491662,9.3,"31",7.25,428.047,2012,34,177.494,4159.986
2012,"NM",2087.715,7,26.1,90762.4,"New Mexico",1,2018,2018,NA,0,1,1,"",NA,7.25,"0",74578.4,20.4,"32",7.5,66.178,2012,35,63.421,861.617
2012,"NV",2744.67,11.5,22.4,142986.1,"Nevada",1,1949,1949,2010,1,1,0,"",NA,7.25,"0",108825.1,15.8,"29",8.25,153.671,2012,32,45.928,1222.71
2012,"NY",19574.362,8.7,33.4,1496280.1,"New York",1,2013,2019,2022,1,1,0,"https://www.deucescracked.com/ny-sports-betting-guide-getting-started-2025-update/",NA,7.25,"1",1056671.2,17.2,"33",7.25,818.847,2012,36,698.226,8793.385
2012,"OH",11550.971,7.4,25.2,586540.9,"Ohio",1,2021,2021,2021,1,1,0,"",NA,7.25,"0",469260.8,15.4,"36",7.7,421.59,2012,39,304.01,5284.001
2012,"OK",3819.32,5.1,23.8,172016.1,"Oklahoma",0,NA,NA,NA,0,0,0,"",NA,7.25,"0",158353.9,18,"37",7.25,94.605,2012,40,97.031,1709.258
2012,"OR",3900.102,8.7,29.9,187352.4,"Oregon",1,2019,2019,2019,1,1,0,"",NA,7.25,"1",154408.5,13.5,"38",8.8,172.649,2012,41,80.941,1780.79
2012,"PA",12769.123,7.6,27.8,689007,"Pennsylvania",1,2017,2017,2017,1,1,0,"",NA,7.25,"0",587521.9,13.9,"39",7.25,505.625,2012,42,376.6,5957.314
2012,"RI",1054.893,10.3,31.4,56487.4,"Rhode Island",1,2018,2018,2019,1,1,0,"",NA,7.25,"0",48810.3,13.6,"40",7.4,58.053,2012,44,32.644,500.434
2012,"SC",4719.027,9,25.1,195406.1,"South Carolina",0,NA,NA,NA,0,0,0,"",NA,7.25,"0",167797.5,16.7,"41",7.25,201.26,2012,45,116.975,1985.618
2012,"SD",833.859,4,26.3,48653.9,"South Dakota",1,2021,2021,NA,0,1,0,"",NA,7.25,"0",37659.4,12.8,"42",7.25,18.941,2012,46,14.701,423.501
2012,"TN",6455.752,7.9,24.3,311754.2,"Tennessee",1,2019,NA,2019,1,0,0,"",NA,7.25,"0",253613.1,18.6,"43",7.25,242.726,2012,47,182.945,2857.945
2012,"TX",26084.12,6.7,26.7,1438354.4,"Texas",0,NA,NA,NA,0,0,0,"",NA,7.25,"0",1132222.1,17,"44",7.25,851.78,2012,48,656.588,11818.675
2012,"UT",2854.146,4.8,30.7,140622.5,"Utah",0,NA,NA,NA,0,0,0,"",NA,7.25,"0",103120.6,11,"45",7.25,74.164,2012,49,30.67,1298.807
2012,"VA",8187.456,5.8,35.5,483041.4,"Virginia",1,2020,2020,2020,1,1,0,"",NA,7.25,"0",405863.9,10.6,"47",7.25,255.857,2012,51,153.013,3967.987
2012,"VT",626.361,4.8,35.8,31898.2,"Vermont",1,2023,NA,2023,1,0,0,"",NA,7.25,"1",28395.7,11.2,"46",8.46,17.573,2012,50,15.947,337.284
2012,"WA",6898.599,8.4,31.7,426447,"Washington",1,2020,2020,NA,0,1,1,"tribal-only",NA,7.25,"1",329258.6,11.6,"48",9.04,282.011,2012,53,147.38,3189.271
2012,"WI",5720.825,6.9,27.1,299007.7,"Wisconsin",1,2021,2021,NA,0,1,1,"tribal-only",NA,7.25,"0",246150.8,11.4,"50",7.25,216.563,2012,55,114.102,2857.418
2012,"WV",1857.446,7.2,18.6,73124.5,"West Virginia",1,2018,2018,2018,1,1,0,"",NA,7.25,"1",65206.2,16.7,"49",7.25,60.533,2012,54,80.046,747.384
2012,"WY",576.656,5.4,24.7,38085,"Wyoming",1,2021,2021,2021,1,1,0,"",NA,7.25,"0",30846.1,9.6,"51",5.15,16.335,2012,56,6.716,290.932
2013,"AK",737.626,6.9,28,54627.7,"Alaska",0,NA,NA,NA,0,0,0,"",NA,7.25,"0",38859.5,10.9,"2",7.75,25.491,2013,2,12.662,339.801
2013,"AL",4831.586,7.4,23.5,206962.9,"Alabama",0,NA,NA,NA,0,0,0,"",NA,7.25,"0",174415.4,16.7,"1",7.25,156.957,2013,1,176.633,2017.043
2013,"AR",2960.459,7,20.6,119842.8,"Arkansas",1,2018,2019,2022,1,1,0,"",NA,7.25,"1",107240.7,17.1,"4",6.25,95.717,2013,5,112.922,1226.859
2013,"AZ",6634.69,7.8,27.4,298859.9,"Arizona",1,2021,2021,2021,1,1,0,"",NA,7.25,"0",242856,20.2,"3",7.8,234.728,2013,4,117.962,2794.697
2013,"CA",38253.768,9,31,2340335.3,"California",0,NA,NA,NA,0,0,0,"",NA,7.25,"1",1886376.6,14.9,"5",8,1666.589,2013,6,1305.574,16958.403
2013,"CO",5270.774,6.7,37.8,301484.2,"Colorado",1,2019,2020,2020,1,1,0,"",NA,7.25,"1",249281.6,10.6,"6",7.78,189.597,2013,8,72.005,2577.556
2013,"CT",3595.792,8,37.2,258911,"Connecticut",1,2021,2021,2021,1,1,0,"",NA,7.25,"1",228472.2,11.3,"7",8.25,145.573,2013,9,62.476,1717.764
2013,"DE",924.062,6.5,29.8,68656.8,"Delaware",1,2018,2018,2018,1,1,0,"",NA,7.25,"1",40949.5,14,"8",7.25,29.609,2013,10,16.63,413.119
2013,"FL",19551.678,7.5,27.2,880183.5,"Florida",1,2021,2023,2023,1,1,0,"lawsuit in 2021 that shut down operations",NA,7.25,"0",795425,14.9,"10",7.79,683.663,2013,12,547.595,8770.084
2013,"GA",9975.592,8.1,28.3,499900.2,"Georgia",0,NA,NA,NA,0,0,0,"",NA,7.25,"0",374489.2,16.3,"11",5.15,389.783,2013,13,253.268,4366.374
2013,"HI",1408.822,4.7,31.2,80534.9,"Hawaii",0,NA,NA,NA,0,0,0,"",NA,7.25,"1",63316.6,11.1,"12",7.25,31.866,2013,15,25.314,619.691
2013,"IA",3093.935,4.7,26.4,171069.2,"Iowa",1,2019,2019,2019,1,1,0,"",NA,7.25,"0",134463.5,10.8,"16",7.25,79.299,2013,19,50.874,1594.891
2013,"ID",1612.053,6.9,26.2,64769.8,"Idaho",0,NA,NA,NA,0,0,0,"",NA,7.25,"0",58338.3,12.9,"13",7.25,47.197,2013,16,30.348,723.636
2013,"IL",12895.778,9.1,32.1,795435.2,"Illinois",1,2019,2020,2020,1,1,0,"",NA,7.25,"1",607671.4,13.3,"14",8.25,592.724,2013,17,278.588,5956.749
2013,"IN",6570.575,7.5,23.8,333207.4,"Indiana",1,2019,2019,2019,1,1,0,"",NA,7.25,"0",260424.4,11.6,"15",7.25,244.131,2013,18,127.225,2944.275
2013,"KS",2894.306,5.3,31.1,150702.9,"Kansas",1,2022,2022,2022,1,1,0,"",NA,7.25,"0",132978.6,13.2,"17",7.25,78.7,2013,20,49.155,1407.217
2013,"KY",4406.906,7.9,22.6,196698.1,"Kentucky",1,2023,2023,2023,1,1,0,"",NA,7.25,"1",158218.4,20,"18",7.25,164.563,2013,21,190.976,1890.879
2013,"LA",4626.04,6.4,22.5,236482.3,"Louisiana",1,2021,2021,2022,1,1,0,"",NA,7.25,"0",189197.1,19.2,"19",7.25,140.877,2013,22,181.647,1960.539
2013,"MA",6715.158,6.7,40.3,486991.8,"Massachusetts",1,2022,2023,2023,1,1,0,"",NA,7.25,"1",385192,11.9,"22",8,236.035,2013,25,187.999,3276.792
2013,"MD",5925.197,6.6,37.4,364633.3,"Maryland",1,2021,2021,2021,1,1,0,"",NA,7.25,"1",314267.3,10.3,"21",7.25,205.854,2013,24,117.352,2923.498
2013,"ME",1328.543,6.7,28.2,59014,"Maine",1,2022,2023,2023,1,1,0,"",NA,7.25,"0",53346.3,12.3,"20",7.5,46.895,2013,23,37.484,658.522
2013,"MI",9914.802,8.7,26.9,472779.9,"Michigan",1,2019,2020,2021,1,1,0,"",NA,7.25,"0",390199.7,14.5,"23",7.4,415.915,2013,26,277.316,4308.03
2013,"MN",5414.722,5,33.5,329774.5,"Minnesota",0,NA,NA,NA,0,0,0,"",NA,7.25,"1",259538.9,12,"24",6.15,146.834,2013,27,93.729,2811.762
2013,"MO",6042.989,6.8,27,302025.7,"Missouri",0,NA,NA,NA,0,0,0,"",NA,7.25,"1",243582.2,13.7,"26",7.35,202.767,2013,29,142.259,2817.435
2013,"MS",2989.839,8.5,20.4,109032.7,"Mississippi",1,2017,2017,NA,0,1,0,"",NA,7.25,"0",101176.8,22.5,"25",7.25,108.725,2013,28,126.312,1163.752
2013,"MT",1014.158,5.3,29,45114.7,"Montana",1,2019,2019,NA,0,1,0,"",NA,7.25,"1",40720.8,14.5,"27",7.8,27.71,2013,30,18.647,483.071
2013,"NC",9846.717,7.8,28.4,497456.6,"North Carolina",1,2019,2019,2023,1,1,0,"retail is tribal",NA,7.25,"0",376023.9,18.6,"34",7.25,374.826,2013,37,234.257,4318.114
2013,"ND",723.149,2.9,27.1,54690.9,"North Dakota",1,2018,2018,2018,0,1,1,"",NA,7.25,"0",38860.6,9.9,"35",7.25,11.801,2013,38,8.382,394.392
2013,"NE",1865.813,3.7,29.4,111382.2,"Nebraska",1,2021,2021,NA,0,1,0,"",NA,7.25,"0",86913.9,11,"28",7.25,38.357,2013,31,27.496,979.937
2013,"NH",1327.272,5.3,34.6,75503.4,"New Hampshire",1,2019,2019,2019,1,1,0,"",NA,7.25,"1",67320.4,9,"30",7.25,37.751,2013,33,19.609,703.534
2013,"NJ",8857.821,8.4,36.6,570952.4,"New Jersey",1,2018,2018,2018,1,1,0,"",NA,7.25,"0",496464.8,11.1,"31",7.25,374.732,2013,34,180.543,4173.828
2013,"NM",2092.833,6.9,26.4,90104.1,"New Mexico",1,2018,2018,NA,0,1,1,"",NA,7.25,"0",73437.9,21.7,"32",7.5,64.095,2013,35,64.346,859.804
2013,"NV",2776.956,10,22.5,144549.3,"Nevada",1,1949,1949,2010,1,1,0,"",NA,7.25,"0",109055.1,17.4,"29",8.25,133.035,2013,32,48.465,1248.122
2013,"NY",19626.488,7.8,34.1,1501818.1,"New York",1,2013,2019,2022,1,1,0,"https://www.deucescracked.com/ny-sports-betting-guide-getting-started-2025-update/",NA,7.25,"1",1069556.2,14.5,"33",7.25,745.382,2013,36,700.175,8913.788
2013,"OH",11579.692,7.4,26.1,603057.4,"Ohio",1,2021,2021,2021,1,1,0,"",NA,7.25,"0",475776.2,13.7,"36",7.85,426.121,2013,39,311.021,5290.609
2013,"OK",3853.891,5.1,23.8,176086.8,"Oklahoma",0,NA,NA,NA,0,0,0,"",NA,7.25,"0",166063.4,14,"37",7.25,95.212,2013,40,97.647,1706.861
2013,"OR",3924.11,7.8,30.7,189609.8,"Oregon",1,2019,2019,2019,1,1,0,"",NA,7.25,"1",156977.1,15.1,"38",8.95,150.4,2013,41,83.104,1760.302
2013,"PA",12779.538,7.1,28.7,704195,"Pennsylvania",1,2017,2017,2017,1,1,0,"",NA,7.25,"0",592972.7,12.4,"39",7.25,474.6,2013,42,378.937,5967.811
2013,"RI",1055.56,9.5,32.4,57037.2,"Rhode Island",1,2018,2018,2019,1,1,0,"",NA,7.25,"0",48772.6,13.5,"40",7.75,51.556,2013,44,33.07,505.37
2013,"SC",4766.469,7.4,26.1,200147.3,"South Carolina",0,NA,NA,NA,0,0,0,"",NA,7.25,"0",170227.2,15.9,"41",7.25,167.326,2013,45,118.174,2023.642
2013,"SD",842.751,3.7,26.6,48610.1,"South Dakota",1,2021,2021,NA,0,1,0,"",NA,7.25,"0",38108.6,10.3,"42",7.25,16.795,2013,46,14.858,426.284
2013,"TN",6496.943,7.6,24.8,318347.9,"Tennessee",1,2019,NA,2019,1,0,0,"",NA,7.25,"0",256016.1,18.1,"43",7.25,238.952,2013,47,183.764,2828.479
2013,"TX",26479.646,6.3,27.5,1511806.6,"Texas",0,NA,NA,NA,0,0,0,"",NA,7.25,"0",1159721.6,16.8,"44",7.25,804.949,2013,48,665.658,12052.646
2013,"UT",2898.773,4.2,31.3,145026.9,"Utah",0,NA,NA,NA,0,0,0,"",NA,7.25,"0",106427.3,8.3,"45",7.25,64.438,2013,49,31.048,1341.192
2013,"VA",8255.861,5.5,36.1,488741.3,"Virginia",1,2020,2020,2020,1,1,0,"",NA,7.25,"0",403198.4,10.4,"47",7.25,242.095,2013,51,153.45,3995.182
2013,"VT",626.603,4.4,35.7,31494.6,"Vermont",1,2023,NA,2023,1,0,0,"",NA,7.25,"1",28768.9,8.7,"46",8.6,15.483,2013,50,15.775,334.964
2013,"WA",6966.252,6.6,32.7,439472.2,"Washington",1,2020,2020,NA,0,1,1,"tribal-only",NA,7.25,"1",336333.5,12,"48",9.19,244.027,2013,53,150.085,3219.842
2013,"WI",5738.012,6.7,27.7,301550.5,"Wisconsin",1,2021,2021,NA,0,1,1,"tribal-only",NA,7.25,"0",247744.9,11,"50",7.25,207.308,2013,55,116.703,2871.997
2013,"WV",1854.768,6.7,18.9,73949,"West Virginia",1,2018,2018,2018,1,1,0,"",NA,7.25,"1",64785,17.3,"49",7.25,54.12,2013,54,79.048,744.41
2013,"WY",582.62,4.7,26.6,38408.8,"Wyoming",1,2021,2021,2021,1,1,0,"",NA,7.25,"0",30789.6,11.8,"51",5.15,14.477,2013,56,6.89,292.131
2014,"AK",737.075,6.7,28,53303.3,"Alaska",0,NA,NA,NA,0,0,0,"",NA,7.25,"0",41110.4,11.9,"2",7.75,25.081,2014,2,12.424,340.302
2014,"AL",4843.737,6.8,23.5,206070,"Alabama",0,NA,NA,NA,0,0,0,"",NA,7.25,"0",180457.7,17.8,"1",7.25,146.552,2014,1,174.539,2014.29
2014,"AR",2968.759,5.9,21.4,121409.4,"Arkansas",1,2018,2019,2022,1,1,0,"",NA,7.25,"1",113545.5,18.4,"4",6.25,79.258,2014,5,111.464,1237.248
2014,"AZ",6732.873,6.8,27.6,301721.2,"Arizona",1,2021,2021,2021,1,1,0,"",NA,7.25,"0",257410.4,21.2,"3",7.9,210.504,2014,4,119.309,2889.38
2014,"CA",38586.706,7.6,31.7,2428675.7,"California",0,NA,NA,NA,0,0,0,"",NA,7.25,"1",2021035.6,15.8,"5",9,1403.769,2014,6,1305.589,17310.937
2014,"CO",5352.637,5,38.3,315399.1,"Colorado",1,2019,2020,2020,1,1,0,"",NA,7.25,"1",271307.5,12.3,"6",8,140.124,2014,8,72.831,2662.404
2014,"CT",3595.697,6.6,38,260605.8,"Connecticut",1,2021,2021,2021,1,1,0,"",NA,7.25,"1",239001.1,8.6,"7",8.7,124.864,2014,9,63.244,1762.564
2014,"DE",933.131,5.6,30.6,73961.8,"Delaware",1,2018,2018,2018,1,1,0,"",NA,7.25,"1",42888.3,11,"8",7.75,25.862,2014,10,16.655,426.325
2014,"FL",19853.88,6.4,27.3,905648.5,"Florida",1,2021,2023,2023,1,1,0,"lawsuit in 2021 that shut down operations",NA,7.25,"0",856161.8,16.7,"10",7.93,601.05,2014,12,560.81,8966.245
2014,"GA",10071.204,7.2,29.1,517511.9,"Georgia",0,NA,NA,NA,0,0,0,"",NA,7.25,"0",400696.1,16.8,"11",5.15,335.513,2014,13,256.197,4403.433
2014,"HI",1415.335,4.2,31,81304.9,"Hawaii",0,NA,NA,NA,0,0,0,"",NA,7.25,"1",66846.1,10.8,"12",7.25,28.97,2014,15,25.215,636.495
2014,"IA",3110.643,4.3,27.7,180310,"Iowa",1,2019,2019,2019,1,1,0,"",NA,7.25,"0",139303.3,10.3,"16",7.25,72.114,2014,19,51.223,1629.331
2014,"ID",1632.248,4.4,25,66784.9,"Idaho",0,NA,NA,NA,0,0,0,"",NA,7.25,"0",61827.3,12.4,"13",7.25,37.684,2014,16,30.451,742.302
2014,"IL",12885.092,7.2,32.8,811490.1,"Illinois",1,2019,2020,2020,1,1,0,"",NA,7.25,"1",637280,13.7,"14",8.25,461.71,2014,17,275.772,6052.151
2014,"IN",6596.019,6,24.7,343827.8,"Indiana",1,2019,2019,2019,1,1,0,"",NA,7.25,"0",270985.7,14.6,"15",7.25,192.275,2014,18,127.944,3032.497
2014,"KS",2901.861,4.5,31.5,154110.1,"Kansas",1,2022,2022,2022,1,1,0,"",NA,7.25,"0",135975.9,12.1,"17",7.25,67.719,2014,20,48.87,1424.439
2014,"KY",4416.992,6.4,22.2,196795.8,"Kentucky",1,2023,2023,2023,1,1,0,"",NA,7.25,"1",165914.7,20,"18",7.25,129.518,2014,21,188.535,1876.841
2014,"LA",4645.938,6.2,22.9,243042.9,"Louisiana",1,2021,2021,2022,1,1,0,"",NA,7.25,"0",198233.9,23.1,"19",7.25,137.093,2014,22,181.261,2014.189
2014,"MA",6764.864,5.8,41.2,496250.9,"Massachusetts",1,2022,2023,2023,1,1,0,"",NA,7.25,"1",405505.9,13.6,"22",8,204.883,2014,25,188.606,3363.438
2014,"MD",5960.064,5.7,38.2,370344,"Maryland",1,2021,2021,2021,1,1,0,"",NA,7.25,"1",325837,9.8,"21",7.25,181.486,2014,24,118.153,2941.562
2014,"ME",1331.217,5.6,29.4,59589.8,"Maine",1,2022,2023,2023,1,1,0,"",NA,7.25,"0",55650,14.6,"20",7.5,39.125,2014,23,37.628,657.188
2014,"MI",9932.033,7.2,27.4,479534.9,"Michigan",1,2019,2020,2021,1,1,0,"",NA,7.25,"0",408617.5,14.8,"23",8.15,344.367,2014,26,277.362,4417.024
2014,"MN",5452.665,4.2,34.3,338623.9,"Minnesota",0,NA,NA,NA,0,0,0,"",NA,7.25,"1",273960.6,8.3,"24",8,124.013,2014,27,94.215,2848.788
2014,"MO",6059.13,6.2,27.5,303617.9,"Missouri",0,NA,NA,NA,0,0,0,"",NA,7.25,"1",252999.6,10.4,"26",7.5,186.937,2014,29,142.743,2859.966
2014,"MS",2991.892,7.6,21.1,109299.6,"Mississippi",1,2017,2017,NA,0,1,0,"",NA,7.25,"0",103310.8,22.1,"25",7.25,93.83,2014,28,125.605,1156.341
2014,"MT",1022.657,4.6,29.3,46166.7,"Montana",1,2019,2019,NA,0,1,0,"",NA,7.25,"1",42817.5,12,"27",7.9,23.909,2014,30,18.249,488.336
2014,"NC",9937.295,6.1,28.7,509782.4,"North Carolina",1,2019,2019,2023,1,1,0,"retail is tribal",NA,7.25,"0",397996,17.1,"34",7.25,296.467,2014,37,235.256,4400.314
2014,"ND",738.736,2.7,27.4,60193,"North Dakota",1,2018,2018,2018,0,1,1,"",NA,7.25,"0",41526.2,9.7,"35",7.25,11.023,2014,38,8.237,402.521
2014,"NE",1879.955,3.2,29.5,115651.9,"Nebraska",1,2021,2021,NA,0,1,0,"",NA,7.25,"0",91999,11.8,"28",7.25,33.201,2014,31,27.683,977.617
2014,"NH",1334.257,4.3,35,76836.2,"New Hampshire",1,2019,2019,2019,1,1,0,"",NA,7.25,"1",70225.1,7.2,"30",7.25,31.769,2014,33,19.656,711.551
2014,"NJ",8867.277,6.7,37.4,570696.4,"New Jersey",1,2018,2018,2018,1,1,0,"",NA,7.25,"0",520079,11.3,"31",8.25,303.497,2014,34,181.864,4183.541
