State,Date,Handle,Revenue,Hold,Taxes,Effective Tax Rate
Rhode Island,4/1/2021,"$29,040,966","$3,168,532",10.90%,"$1,615,951",0.509999899
Rhode Island,5/1/2021,"$28,252,139","$2,772,910",9.80%,"$1,414,184",0.5099999639
Rhode Island,6/1/2021,"$29,468,571","$3,666,029",12.40%,"$1,869,675",0.5100000573
Rhode Island,7/1/2021,"$22,095,960","$3,263,276",14.80%,"$1,664,271",0.5100000735
Rhode Island,8/1/2021,"$24,042,834","$1,129,859",4.70%,"$576,228",0.5099999203
Rhode Island,9/1/2021,"$41,203,997","$4,012,295",9.70%,"$2,046,270",0.5099998878
Rhode Island,10/1/2021,"$60,158,844","$3,608,570",6.00%,"$1,840,371",0.5100000831
Rhode Island,11/1/2021,"$52,747,831","$6,703,144",12.70%,"$3,418,603",0.5099999344
Rhode Island,12/1/2021,"$54,935,498","$1,177,717",2.10%,"$600,636",0.5100002802
Rhode Island,1/1/2022,"$58,614,487","$5,228,277",8.90%,"$2,666,421",0.5099999484
Rhode Island,2/1/2022,"$42,143,261","$3,566,393",8.50%,"$1,818,860",0.5099998794
Rhode Island,3/1/2022,"$45,766,958","$3,738,223",8.20%,"$1,906,494",0.5100000722
Rhode Island,4/1/2022,"$40,186,632","$2,632,134",6.50%,"$1,342,388",0.5099998708
Rhode Island,5/1/2022,"$41,103,489","$2,336,733",5.70%,"$1,191,734",0.5100000728
Rhode Island,6/1/2022,"$34,229,823","$2,352,896",6.90%,"$1,199,977",0.510000017
Rhode Island,7/1/2022,"$25,208,531","$2,872,076",11.40%,"$1,464,759",0.5100000836
Rhode Island,8/1/2022,"$27,744,694","$3,000,421",10.80%,"$1,530,215",0.5100000967
Rhode Island,9/1/2022,"$41,670,257","$6,361,823",15.30%,"$3,244,530",0.5100000424
Rhode Island,10/1/2022,"$55,527,937","$6,156,914",11.10%,"$3,140,026",0.5099999773
Rhode Island,11/1/2022,"$61,208,319","$4,862,856",7.90%,"$2,480,057",0.5100000905
Rhode Island,12/1/2022,"$59,205,426","$6,189,316",10.50%,"$3,156,551",0.5099999741
Rhode Island,1/1/2023,"$62,317,384","$5,164,799",8.30%,"$2,634,047",0.5099999051
Rhode Island,2/1/2023,"$43,065,996","$3,612,113",8.40%,"$1,842,178",0.5100001024
Rhode Island,3/1/2023,"$41,546,643","$3,968,567",9.60%,"$2,023,969",0.5099999572
Rhode Island,4/1/2023,"$37,496,094","$3,009,679",8.00%,"$1,534,936",0.5099999036
Rhode Island,5/1/2023,"$30,754,497","$3,898,405",12.70%,"$1,988,187",0.5100001154
Rhode Island,6/1/2023,"$23,723,659","$1,783,530",7.50%,"$909,600",0.5099998318
Rhode Island,7/1/2023,"$20,238,844","$1,896,983",9.40%,"$967,461",0.509999826
Rhode Island,8/1/2023,"$22,472,561","$1,365,807",6.10%,"$696,562",0.5100003148
Rhode Island,9/1/2023,"$37,645,368","$3,472,089",9.20%,"$1,770,765",0.5099998877
Rhode Island,10/1/2023,"$45,840,376","$4,545,634",9.90%,"$2,318,273",0.5099999252
Rhode Island,11/1/2023,"$48,277,794","$3,413,200",7.10%,"$1,740,732",0.51
Rhode Island,12/1/2023,"$47,904,210","$4,147,010",8.70%,"$2,114,975",0.5099999759
Rhode Island,1/1/2024,"$44,808,686","$4,999,921",11.20%,"$2,549,960",0.510000058
Rhode Island,2/1/2024,"$38,758,578","$2,888,343",7.50%,"$1,473,055",0.5100000242
Rhode Island,3/1/2024,"$44,895,394","$3,103,076",6.90%,"$1,582,569",0.5100000773
Rhode Island,4/1/2024,"$37,709,038","$2,740,781",7.30%,"$1,397,798",0.5099998869
Rhode Island,5/1/2024,"$37,252,539","$3,343,552",9.00%,"$1,705,212",0.5100001436
Rhode Island,6/1/2024,"$33,010,501","$2,664,593",8.10%,"$1,358,942",0.5099998386
Rhode Island,7/1/2024,"$24,848,015","$2,723,789",11.00%,"$1,389,132",0.5099998568
Rhode Island,8/1/2024,"$28,371,561","$1,864,079",6.60%,"$950,680",0.5099998444
Rhode Island,9/1/2024,"$43,604,786","$5,272,056",12.10%,"$2,688,749",0.5100000835
Rhode Island,10/1/2024,"$49,404,162","$2,118,202",4.30%,"$1,080,283",0.5099999906
Rhode Island,11/1/2024,"$50,647,990","$5,008,203",9.90%,"$2,554,184",0.5100000938
Rhode Island,12/1/2024,"$50,195,014","$1,145,319",2.30%,"$584,113",0.5100002707
Rhode Island,1/1/2025,"$47,358,801","$5,074,927",10.70%,"$2,588,213",0.5100000453
Rhode Island,2/1/2025,"$35,164,802","$2,976,309",8.50%,"$1,517,918",0.5100001378
Rhode Island,3/1/2025,"$43,701,613","$2,242,452",5.10%,"$1,143,651",0.5100002141
Rhode Island,4/1/2025,"$36,605,834","$2,701,470",7.40%,"$1,377,750",0.5100001111
Rhode Island,5/1/2025,"$35,521,600","$3,318,915",9.30%,"$1,692,647",0.5100001055
Rhode Island,6/1/2025,"$27,317,451","$3,167,345",11.60%,"$1,615,346",0.5100000158
South Dakota,9/1/2021,"$443,365","$71,320",16.10%,"$6,419",0.09000280426
South Dakota,10/1/2021,"$815,037","$98,037",12.00%,"$8,823",0.08999663392
South Dakota,11/1/2021,"$717,775","$74,919",10.40%,"$6,743",0.09000387085
South Dakota,12/1/2021,"$675,312","$10,306",1.50%,$928,0.09004463419
South Dakota,1/1/2022,"$835,252","$82,291",9.90%,"$7,406",0.08999769112
South Dakota,2/1/2022,"$685,631","$71,807",10.50%,"$6,463",0.0900051527
South Dakota,3/1/2022,"$975,347","$32,389",3.30%,"$2,915",0.08999969125
South Dakota,4/1/2022,"$368,517","-$13,735",-3.70%,"-$1,236",0.089989079
South Dakota,5/1/2022,"$307,995","$25,102",8.20%,"$2,259",0.08999282926
South Dakota,6/1/2022,"$301,217","$27,869",9.30%,"$2,508",0.08999246475
South Dakota,7/1/2022,"$259,180","$16,143",6.20%,"$1,453",0.09000805303
South Dakota,8/1/2022,"$266,673","$59,053",22.10%,"$5,315",0.09000389481
South Dakota,9/1/2022,"$711,577","$211,612",29.70%,"$19,045",0.08999962195
South Dakota,10/1/2022,"$862,170","$131,749",15.30%,"$11,857",0.08999688802
South Dakota,11/1/2022,"$861,660","$75,856",8.80%,"$6,827",0.08999947269
South Dakota,12/1/2022,"$757,610","$151,374",20.00%,"$13,624",0.09000224609
South Dakota,1/1/2023,"$910,312","$123,365",13.60%,"$11,103",0.0900012159
South Dakota,2/1/2023,"$717,137","$82,853",11.60%,"$7,457",0.090002776
South Dakota,3/1/2023,"$923,904","$161,368",17.50%,"$14,523",0.08999925636
South Dakota,4/1/2023,"$493,045","$22,503",4.60%,"$2,025",0.0899880016
South Dakota,5/1/2023,"$528,562","$22,536",4.30%,"$2,028",0.08998935037
South Dakota,6/1/2023,"$417,025","-$9,254",-2.20%,-$833,0.09001512859
South Dakota,7/1/2023,"$413,368","$20,087",4.90%,"$1,808",0.09000846319
South Dakota,8/1/2023,"$518,052","$37,453",7.20%,"$3,371",0.09000614103
South Dakota,9/1/2023,"$979,694","$170,129",17.40%,"$15,312",0.09000229238
South Dakota,10/1/2023,"$1,021,660","$174,906",17.10%,"$15,742",0.09000262998
South Dakota,11/1/2023,"$967,994","$49,887",5.20%,"$4,490",0.0900034077
South Dakota,12/1/2023,"$1,143,938","$154,098",13.50%,"$13,869",0.09000116809
South Dakota,1/1/2024,"$868,815","$94,756",10.90%,"$8,528",0.08999957786
South Dakota,2/1/2024,"$696,017","-$38,406",-5.50%,"-$3,457",0.0900119773
South Dakota,3/1/2024,"$1,242,270","$91,215",7.30%,"$8,209",0.08999616291
South Dakota,4/1/2024,"$503,508","-$11,700",-2.30%,"-$1,053",0.09
South Dakota,5/1/2024,"$495,491","$51,486",10.40%,"$4,634",0.09000504992
South Dakota,6/1/2024,"$557,595","$20,680",3.70%,"$1,861",0.08999032882
South Dakota,7/1/2024,"$452,755","$77,421",17.10%,"$6,968",0.0900014208
South Dakota,8/1/2024,"$505,986","$105,719",20.90%,"$9,515",0.09000274312
South Dakota,9/1/2024,"$967,837","$215,820",22.30%,"$19,424",0.0900009267
South Dakota,10/1/2024,"$915,592","$45,792",5.00%,"$4,121",0.08999388539
South Dakota,11/1/2024,"$1,001,806","$145,591",14.50%,"$13,103",0.08999869497
South Dakota,12/1/2024,"$1,029,042","-$22,332",-2.20%,"-$2,010",0.09000537346
South Dakota,1/1/2025,"$1,024,920","$108,976",10.60%,"$9,808",0.09000146821
South Dakota,2/1/2025,"$733,611","-$18,296",-2.50%,"-$1,647",0.09001967643
South Dakota,3/1/2025,"$1,575,140","$152,244",9.70%,"$13,702",0.09000026274
South Dakota,4/1/2025,"$635,392","$51,819",8.20%,"$4,664",0.0900055964
South Dakota,5/1/2025,"$611,837",-$478,-0.10%,-$43,0.089958159
South Dakota,6/1/2025,"$511,456","$63,201",12.40%,"$5,688",0.08999857597
Tennessee,11/1/2020,"$131,444,523","$13,224,908",10.10%,"$2,363,918",0.178747406
Tennessee,12/1/2020,"$180,900,000","$13,900,000",7.70%,"$3,080,000",0.2215827338
Tennessee,1/1/2021,"$211,300,000","$20,900,000",9.90%,"$4,300,000",0.2057416268
Tennessee,2/1/2021,"$176,300,000","$13,000,000",7.40%,"$2,600,000",0.2
Tennessee,3/1/2021,"$205,900,000","$18,000,000",8.70%,"$3,200,000",0.1777777778
Tennessee,4/1/2021,"$172,400,000","$15,500,000",9.00%,"$2,800,000",0.1806451613
Tennessee,5/1/2021,"$160,900,000","$15,400,000",9.60%,"$2,700,000",0.1753246753
Tennessee,6/1/2021,"$174,500,000","$18,300,000",10.50%,"$3,200,000",0.174863388
Tennessee,7/1/2021,"$144,559,000","$15,172,000",10.50%,"$2,600,000",0.17136831
Tennessee,8/1/2021,"$144,500,000","$13,200,000",9.10%,"$2,000,000",0.1515151515
Tennessee,9/1/2021,"$257,300,000","$25,600,000",9.90%,"$3,300,000",0.12890625
Tennessee,10/1/2021,"$375,300,000","$23,300,000",6.20%,"$3,400,000",0.1459227468
Tennessee,11/1/2021,"$365,700,000","$36,900,000",10.10%,"$5,900,000",0.1598915989
Tennessee,12/1/2021,"$341,800,000","$24,600,000",7.20%,"$3,300,000",0.1341463415
Tennessee,1/1/2022,"$386,059,756","$36,249,453",9.40%,"$5,817,504",0.1604852906
Tennessee,2/1/2022,"$313,298,305","$20,945,018",6.70%,"$3,026,574",0.1445009023
Tennessee,3/1/2022,"$370,230,004","$26,520,468",7.20%,"$4,550,242",0.1715747249
Tennessee,4/1/2022,"$292,796,670","$27,142,800",9.30%,"$4,649,129",0.1712840606
Tennessee,5/1/2022,"$261,582,468","$27,315,928",10.40%,"$4,766,458",0.174493724
Tennessee,6/1/2022,"$215,774,186","$15,855,649",7.30%,"$2,559,649",0.1614345146
Tennessee,7/1/2022,"$182,769,323","$18,174,226",9.90%,"$3,668,804",0.2018685142
Tennessee,8/1/2022,"$205,863,860","$27,200,883",13.20%,"$4,875,847",0.1792532617
Tennessee,9/1/2022,"$336,933,437","$46,285,200",13.70%,"$8,716,963",0.1883315401
Tennessee,10/1/2022,"$405,337,575","$37,295,159",9.20%,"$6,989,818",0.1874189087
Tennessee,11/1/2022,"$439,456,908","$47,248,222",10.80%,"$9,030,021",0.1911187473
Tennessee,12/1/2022,"$440,445,414","$49,176,885",11.20%,"$9,401,952",0.191186408
Tennessee,1/1/2023,"$410,773,606","$41,392,586",10.10%,"$7,269,600",0.1756256543
Tennessee,2/1/2023,"$327,326,201","$33,943,931",10.40%,"$6,380,150",0.1879614356
Tennessee,3/1/2023,"$392,667,304","$45,506,700",11.60%,"$8,752,898",0.1923430616
Tennessee,4/1/2023,"$318,416,216","$34,257,592",10.80%,"$6,435,653",0.1878606354
Tennessee,5/1/2023,"$279,794,996","$37,097,192",13.30%,"$7,145,077",0.1926042543
Tennessee,6/1/2023,"$230,337,515","$25,526,655",11.10%,"$4,635,761",0.1816047187
Tennessee,7/1/2023,"$214,114,055","$21,411,406",10.00%,"$3,951,411",0.184547012
Tennessee,8/1/2023,"$243,456,822","$24,345,682",10.00%,"$4,462,942",0.1833155465
Tennessee,9/1/2023,"$418,063,447","$41,806,345",10.00%,"$7,715,705",0.1845582291
Tennessee,10/1/2023,"$445,192,913","$44,519,291",10.00%,"$8,190,461",0.1839755489
Tennessee,11/1/2023,"$517,141,377","$51,714,138",10.00%,"$9,513,707",0.1839672354
Tennessee,12/1/2023,"$495,067,783","$49,506,778",10.00%,"$9,104,148",0.1838970009
Tennessee,1/1/2024,"$465,810,583","$46,581,058",10.00%,"$8,596,621",0.1845518623
Tennessee,2/1/2024,"$380,390,401","$38,039,040",10.00%,"$6,980,317",0.1835040264
Tennessee,3/1/2024,"$473,595,403","$47,359,540",10.00%,"$8,710,419",0.1839211065
Tennessee,4/1/2024,"$380,904,093","$38,090,409",10.00%,"$7,029,494",0.1845476114
Tennessee,5/1/2024,"$379,220,245","$37,922,025",10.00%,"$6,998,418",0.1845475815
Tennessee,6/1/2024,"$342,198,408","$34,219,841",10.00%,"$6,315,166",0.1845469124
Tennessee,7/1/2024,"$271,538,207","$27,153,821",10.00%,"$5,011,204",0.1845487602
Tennessee,8/1/2024,"$342,021,374","$34,202,137",10.00%,"$6,311,946",0.184548293
Tennessee,9/1/2024,"$520,834,560","$52,083,456",10.00%,"$9,612,392",0.1845574917
Tennessee,10/1/2024,"$547,764,023","$54,776,402",10.00%,"$10,109,043",0.184551059
Tennessee,11/1/2024,"$594,387,437","$59,438,744",10.00%,"$10,969,178",0.1845459251
Tennessee,12/1/2024,"$569,849,216","$56,984,922",10.00%,"$10,516,365",0.184546449
Tennessee,1/1/2025,"$543,646,737","$54,364,674",10.00%,"$10,032,973",0.1845494926
Tennessee,2/1/2025,"$413,505,815","$41,350,582",10.00%,"$7,631,217",0.1845492042
Tennessee,3/1/2025,"$548,598,949","$54,859,895",10.00%,"$10,124,355",0.184549296
Tennessee,4/1/2025,"$463,591,024","$46,359,102",10.00%,"$8,555,547",0.1845494548
Tennessee,5/1/2025,"$437,543,866","$43,754,387",10.00%,"$8,074,811",0.1845486031
Tennessee,6/1/2025,"$350,943,907","$35,094,391",10.00%,"$6,476,661",0.1845497476
Tennessee,7/1/2025,"$298,751,466","$29,875,147",10.00%,"$5,513,184",0.1845408158
Vermont,1/1/2024,"$19,913,914","$4,211,298",21.10%,"$1,146,703",0.2722920582
Vermont,2/1/2024,"$21,249,830","$2,547,167",12.00%,"$731,874",0.2873286282
Vermont,3/1/2024,"$20,196,054","$1,534,333",7.60%,"$441,030",0.2874408619
Vermont,4/1/2024,"$17,083,302","$1,807,282",10.60%,"$532,457",0.2946175528
Vermont,5/1/2024,"$12,607,502","$1,275,226",10.10%,"$382,430",0.2998919407
Vermont,6/1/2024,"$10,049,903","$1,030,762",10.30%,"$294,847",0.2860476036
Vermont,7/1/2024,"$9,466,746","$1,231,459",13.00%,"$366,664",0.2977476311
Vermont,8/1/2024,"$11,312,537","$951,673",8.40%,"$273,126",0.2869956382
Vermont,9/1/2024,"$16,665,000","$2,248,257",13.50%,"$656,455",0.291983968
Vermont,10/1/2024,"$17,332,715","$1,164,278",6.70%,"$339,378",0.2914922381
Vermont,11/1/2024,"$18,423,719","$2,155,615",11.70%,"$653,891",0.3033431295
Vermont,12/1/2024,"$24,453,075","$1,766,156",7.20%,"$524,309",0.2968644899
Vermont,1/1/2025,"$23,870,532","$3,242,704",13.60%,"$806,070",0.2485795805
Vermont,2/1/2025,"$21,534,379","$2,402,541",11.20%,"$693,284",0.2885628175
Vermont,3/1/2025,"$22,945,015","$1,490,783",6.50%,"$405,942",0.2723012001
Vermont,4/1/2025,"$16,238,019","$1,655,205",10.20%,"$482,245",0.2913506182
Vermont,5/1/2025,"$16,261,329","$1,882,399",11.60%,"$564,762",0.3000224713
Vermont,6/1/2025,"$14,004,898","$1,530,710",10.90%,"$454,195",0.2967217827
Vermont,7/1/2025,"$14,828,067","$1,396,731",9.40%,"$405,030",0.2899842561
Virginia,1/1/2021,"$58,896,564","$3,586,077",6.10%,"$39,710",0.01107338186
Virginia,2/1/2021,"$265,778,306","$12,238,780",4.60%,"$300,594",0.02456078139
Virginia,3/1/2021,"$304,066,245","$26,573,877",8.70%,"$1,183,488",0.04453576721
Virginia,4/1/2021,"$236,432,524","$19,442,317",8.20%,"$1,652,147",0.08497685744
Virginia,5/1/2021,"$226,963,573","$23,173,549",10.20%,"$2,381,116",0.1027514603
Virginia,6/1/2021,"$234,943,435","$22,006,296",9.40%,"$2,273,995",0.1033338368
Virginia,7/1/2021,"$161,901,955","$19,965,556",12.30%,"$1,864,433",0.0933824733
Virginia,8/1/2021,"$182,418,252","$17,967,427",9.80%,"$1,378,540",0.07672439688
Virginia,9/1/2021,"$293,851,531","$30,929,243",10.50%,"$1,557,499",0.05035684191
Virginia,10/1/2021,"$427,320,306","$30,160,385",7.10%,"$1,746,204",0.05789727154
Virginia,11/1/2021,"$402,621,132","$48,337,037",12.00%,"$4,233,167",0.08757605478
Virginia,12/1/2021,"$426,596,891","$31,515,015",7.40%,"$1,729,130",0.05486686267
Virginia,1/1/2022,"$485,544,417","$39,050,067",8.00%,"$2,876,609",0.07366463673
Virginia,2/1/2022,"$401,889,135","$27,498,133",6.80%,"$1,406,280",0.05114092655
Virginia,3/1/2022,"$469,484,017","$33,700,016",7.20%,"$2,116,289",0.06279786336
Virginia,4/1/2022,"$399,478,366","$36,275,264",9.10%,"$3,040,327",0.08381267742
Virginia,5/1/2022,"$351,452,931","$42,537,524",12.10%,"$3,896,270",0.09159606939
Virginia,6/1/2022,"$295,235,271","$25,965,182",8.80%,"$1,871,961",0.07209504636
Virginia,7/1/2022,"$266,001,583","$26,024,408",9.80%,"$3,725,308",0.1431466952
Virginia,8/1/2022,"$284,671,331","$36,978,897",13.00%,"$5,185,810",0.1402370114
Virginia,9/1/2022,"$411,273,323","$53,821,382",13.10%,"$8,285,587",0.1539460098
Virginia,10/1/2022,"$528,029,938","$51,164,199",9.70%,"$8,276,718",0.1617677626
Virginia,11/1/2022,"$518,818,987","$57,531,255",11.10%,"$9,079,686",0.1578217962
Virginia,12/1/2022,"$503,075,150","$50,687,278",10.10%,"$8,284,517",0.1634437146
Virginia,1/1/2023,"$513,154,592","$49,721,328",9.70%,"$6,368,899",0.1280918925
Virginia,2/1/2023,"$433,807,108","$39,766,908",9.20%,"$4,682,125",0.1177392268
Virginia,3/1/2023,"$511,614,541","$55,258,910",10.80%,"$7,413,213",0.1341541663
Virginia,4/1/2023,"$425,982,859","$45,121,878",10.60%,"$5,799,965",0.1285399734
Virginia,5/1/2023,"$403,719,160","$48,144,551",11.90%,"$6,285,305",0.1305507034
Virginia,6/1/2023,"$325,455,052","$32,668,025",10.00%,"$3,939,701",0.1205980772
Virginia,7/1/2023,"$293,611,789","$32,471,396",11.10%,"$4,115,218",0.1267336335
Virginia,8/1/2023,"$319,005,943","$32,359,889",10.10%,"$4,155,221",0.1284065282
Virginia,9/1/2023,"$520,304,187","$54,081,414",10.40%,"$7,040,532",0.1301839482
Virginia,10/1/2023,"$571,354,817","$63,996,952",11.20%,"$8,550,197",0.133603191
Virginia,11/1/2023,"$638,831,057","$43,003,244",6.70%,"$5,480,552",0.127445083
Virginia,12/1/2023,"$633,181,758","$63,607,011",10.00%,"$8,465,776",0.1330950137
Virginia,1/1/2024,"$652,879,751","$74,337,291",11.40%,"$9,932,122",0.1336088774
Virginia,2/1/2024,"$545,068,429","$50,040,797",9.20%,"$6,342,927",0.1267551154
Virginia,3/1/2024,"$635,593,137","$47,694,659",7.50%,"$6,251,083",0.1310646335
Virginia,4/1/2024,"$563,495,540","$60,594,584",10.80%,"$8,210,372",0.1354967962
Virginia,5/1/2024,"$505,594,449","$59,966,998",11.90%,"$8,087,375",0.1348637629
Virginia,6/1/2024,"$415,360,427","$45,490,748",11.00%,"$6,212,254",0.1365608233
Virginia,7/1/2024,"$377,641,472","$44,966,093",11.90%,"$6,054,606",0.134648256
Virginia,8/1/2024,"$416,689,216","$40,143,865",9.60%,"$5,241,930",0.1305786077
Virginia,9/1/2024,"$622,060,604","$71,538,700",11.50%,"$9,875,140",0.1380391313
Virginia,10/1/2024,"$696,103,392","$54,273,253",7.80%,"$7,349,324",0.1354133683
Virginia,11/1/2024,"$760,965,450","$86,351,240",11.30%,"$12,101,176",0.1401389951
Virginia,12/1/2024,"$734,380,460","$49,554,043",6.70%,"$6,598,301",0.1331536359
Virginia,1/1/2025,"$736,667,692","$87,381,242",11.90%,"$12,137,426",0.1389019625
Virginia,2/1/2025,"$556,836,877","$66,806,615",12.00%,"$9,303,968",0.1392671669
Virginia,3/1/2025,"$689,665,044","$50,678,283",7.30%,"$6,754,928",0.1332903879
Virginia,4/1/2025,"$609,713,988","$62,793,223",10.30%,"$8,517,817",0.1356486671
Virginia,5/1/2025,"$595,041,428","$72,401,035",12.20%,"$10,159,914",0.1403282978
Virginia,6/1/2025,"$477,848,533","$60,757,217",12.70%,"$8,674,412",0.1427717139
West Virginia,8/1/2018,"$305,192","$196,945",64.50%,"$19,695",0.1000025388
West Virginia,9/1/2018,"$7,333,626","$1,967,318",26.80%,"$553,447",0.2813205593
West Virginia,10/1/2018,"$11,147,951","$854,974",7.70%,"$941,937",1.101714204
West Virginia,11/1/2018,"$13,826,231","$1,207,363",8.70%,"$906,780",0.7510417331
West Virginia,12/1/2018,"$15,183,234","$2,396,963",15.80%,"$1,178,774",0.4917781376
West Virginia,1/1/2019,"$19,740,035","$1,400,944",7.10%,"$746,413",0.5327928882
West Virginia,2/1/2019,"$16,845,338","$228,286",1.40%,"$548,490",2.402644052
West Virginia,3/1/2019,"$15,088,168","$1,818,636",12.10%,"$979,656",0.5386762387
West Virginia,4/1/2019,"$10,978,040","$699,185",6.40%,"$353,645",0.505796034
West Virginia,5/1/2019,"$9,429,073","$719,098",7.60%,"$266,819",0.3710467836
West Virginia,6/1/2019,"$7,925,849","$425,216",5.40%,"$184,606",0.4341464103
West Virginia,7/1/2019,"$6,944,761","$694,934",10.00%,"$350,743",0.5047141167
West Virginia,8/1/2019,"$11,563,468","$1,536,864",13.30%,"$407,619",0.2652277625
West Virginia,9/1/2019,"$27,508,921","$4,119,457",15.00%,"$1,176,897",0.2856922648
West Virginia,10/1/2019,"$32,833,393","$3,197,821",9.70%,"$1,084,692",0.3391972221
West Virginia,11/1/2019,"$35,268,743","$1,884,367",5.30%,"$1,319,957",0.700477667
West Virginia,12/1/2019,"$34,159,637","$2,709,585",7.90%,"$1,075,855",0.3970552686
West Virginia,1/1/2020,"$39,140,547","$3,035,253",7.80%,"$1,123,159",0.3700380166
West Virginia,2/1/2020,"$40,914,714","-$397,120",-1.00%,"$340,008",-0.8561845286
West Virginia,3/1/2020,"$14,901,577","$1,118,217",7.50%,"$292,550",0.2616218498
West Virginia,4/1/2020,"$2,465,138","$129,540",5.30%,"$12,954",0.1
West Virginia,5/1/2020,"$5,466,523","$576,709",10.50%,"$58,916",0.1021589745
West Virginia,6/1/2020,"$6,147,910","$541,070",8.80%,"$132,159",0.2442549023
West Virginia,7/1/2020,"$15,072,228","$1,522,249",10.10%,"$307,630",0.2020891457
West Virginia,8/1/2020,"$45,185,356","$2,294,328",5.10%,"$802,836",0.3499220687
West Virginia,9/1/2020,"$67,610,819","$4,129,595",6.10%,"$979,149",0.2371053336
West Virginia,10/1/2020,"$49,997,860","$3,950,324",7.90%,"$1,001,548",0.2535356594
West Virginia,11/1/2020,"$52,271,787","$4,886,566",9.30%,"$1,534,920",0.3141101542
West Virginia,12/1/2020,"$61,566,896","$5,499,992",8.90%,"$2,270,979",0.4129058733
West Virginia,1/1/2021,"$57,103,775","$4,891,256",8.60%,"$1,172,935",0.2398024148
West Virginia,2/1/2021,"$38,015,260","$1,024,272",2.70%,"$468,878",0.4577670775
West Virginia,3/1/2021,"$45,917,290","$4,311,297",9.40%,"$739,658",0.1715627571
West Virginia,4/1/2021,"$28,995,033","$2,241,951",7.70%,"$969,756",0.4325500424
West Virginia,5/1/2021,"$28,264,642","$2,928,370",10.40%,"$528,480",0.1804689981
West Virginia,6/1/2021,"$28,054,400","$3,318,278",11.80%,"$1,228,294",0.3701600649
West Virginia,7/1/2021,"$21,290,275","$2,295,743",10.80%,"$545,011",0.2374007021
West Virginia,8/1/2021,"$26,131,251","$2,685,271",10.30%,"$573,628",0.2136201523
West Virginia,9/1/2021,"$52,193,627","$6,128,575",11.70%,"$989,354",0.1614329595
West Virginia,10/1/2021,"$68,074,615","$3,160,579",4.60%,"$1,430,931",0.4527433106
West Virginia,11/1/2021,"$88,190,136","$6,983,136",7.90%,"$3,116,045",0.4462243038
West Virginia,12/1/2021,"$64,710,557","$5,159,229",8.00%,"$1,647,603",0.3193506239
West Virginia,1/1/2022,"$65,125,042","$4,528,101",7.00%,"$1,506,172",0.3326277395
West Virginia,2/1/2022,"$48,476,816","$1,904,490",3.90%,"$583,439",0.3063492063
West Virginia,3/1/2022,"$55,672,438","$3,117,541",5.60%,"$1,786,015",0.572892225
West Virginia,4/1/2022,"$38,655,331","$3,067,780",7.90%,"$740,689",0.241441368
West Virginia,5/1/2022,"$40,439,679","$3,748,227",9.30%,"$712,092",0.189981023
West Virginia,6/1/2022,"$30,145,409","$2,066,930",6.90%,"$492,294",0.2381764259
West Virginia,7/1/2022,"$25,769,135","$2,706,044",10.50%,"$411,760",0.1521630838
West Virginia,8/1/2022,"$28,553,358","$3,455,974",12.10%,"$466,837",0.1350811667
West Virginia,9/1/2022,"$49,859,709","$7,217,919",14.50%,"$1,153,443",0.1598027077
West Virginia,10/1/2022,"$56,968,266","$5,427,011",9.50%,"$950,520",0.1751461348
West Virginia,11/1/2022,"$72,947,153","$5,521,747",7.60%,"$836,902",0.1515647131
West Virginia,12/1/2022,"$58,705,514","$8,060,617",13.70%,"$1,139,022",0.1413070488
West Virginia,1/1/2023,"$49,384,637","$4,019,360",8.10%,"$710,621",0.1767995402
West Virginia,2/1/2023,"$39,740,983","$2,726,640",6.90%,"$552,899",0.2027766775
West Virginia,3/1/2023,"$45,538,667","$4,469,377",9.80%,"$859,136",0.1922272388
West Virginia,4/1/2023,"$40,827,987","$3,107,176",7.60%,"$498,267",0.1603600826
West Virginia,5/1/2023,"$35,140,816","$3,849,531",11.00%,"$577,577",0.1500382774
West Virginia,6/1/2023,"$23,695,286","$2,053,727",8.70%,"$395,497",0.1925752546
West Virginia,7/1/2023,"$22,301,062","$2,719,702",12.20%,"$363,589",0.1336870731
West Virginia,8/1/2023,"$23,959,192","$2,595,871",10.80%,"$443,391",0.1708062535
West Virginia,9/1/2023,"$44,472,879","$4,333,428",9.70%,"$719,185",0.1659621436
West Virginia,10/1/2023,"$47,737,777","$6,376,269",13.40%,"$1,411,764",0.221409103
West Virginia,11/1/2023,"$56,419,080","$5,155,090",9.10%,"$1,649,340",0.3199439777
West Virginia,12/1/2023,"$54,009,052","$6,317,472",11.70%,"$1,587,084",0.2512213746
West Virginia,1/1/2024,"$50,562,352","$6,472,412",12.80%,"$971,084",0.1500343303
West Virginia,2/1/2024,"$39,271,363","$3,545,481",9.00%,"$780,226",0.2200621016
West Virginia,3/1/2024,"$47,219,129","$4,411,150",9.30%,"$921,618",0.2089291908
West Virginia,4/1/2024,"$36,508,941","$3,729,072",10.20%,"$576,448",0.1545821588
West Virginia,5/1/2024,"$32,951,615","$3,707,617",11.30%,"$505,848",0.1364348044
West Virginia,6/1/2024,"$27,404,227","$3,417,618",12.50%,"$894,193",0.261642173
West Virginia,7/1/2024,"$23,911,409","$3,026,553",12.70%,"$386,098",0.1275702094
West Virginia,8/1/2024,"$28,418,980","$4,139,945",14.60%,"$702,598",0.1697119165
West Virginia,9/1/2024,"$49,846,374","$7,621,383",15.30%,"$1,229,800",0.1613617896
